Date,State,Confirmed,Deaths,Recovered
2020-04-30,Jammu and Kashmir,614,8,216
2020-04-30,Karnataka,565,22,229
2020-04-30,Kerala,498,4,383
2020-04-30,Ladakh,22,0,17
2020-04-30,Maharashtra,10498,459,1773
2020-04-30,Meghalaya,12,1,0
2020-04-30,Manipur,2,0,2
2020-04-30,Madhya Pradesh,2625,137,482
2020-04-30,Mizoram,1,0,0
2020-04-30,Nagaland,0,0,0
2020-04-30,Odisha,143,1,41
2020-04-30,Punjab,480,20,104
2020-04-30,Puducherry,8,0,5
2020-04-30,Rajasthan,2584,58,893
2020-04-30,Telangana,1038,28,442
2020-04-30,Tamil Nadu,2323,27,1258
2020-04-30,Tripura,3,0,2
2020-04-30,India,34867,1154,9059
2020-04-30,Uttar Pradesh,2211,40,551
2020-04-30,Uttarakhand,57,0,36
2020-04-30,West Bengal,758,33,124
2020-05-01,Andaman and Nicobar Islands,33,0,16
2020-05-01,Andhra Pradesh,1463,33,403
2020-05-01,Arunachal Pradesh,1,0,1
2020-05-01,Assam,43,1,33
2020-05-01,Bihar,466,3,98
2020-05-01,Chandigarh,88,0,18
2020-05-01,Chhattisgarh,43,0,36
2020-05-01,Delhi,3738,61,1167
2020-05-01,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-05-01,Goa,7,0,7
2020-05-01,Gujarat,4721,236,736
2020-05-01,Himachal Pradesh,40,2,30
2020-05-01,Haryana,357,4,241
2020-05-01,Jharkhand,113,3,21
2020-05-01,Jammu and Kashmir,639,8,247
2020-05-01,Karnataka,589,22,251
2020-05-01,Kerala,498,4,392
2020-05-01,Ladakh,22,0,17
2020-05-01,Maharashtra,11506,485,1879
2020-05-01,Meghalaya,12,1,10
2020-05-01,Manipur,2,0,2
2020-05-01,Madhya Pradesh,2715,145,524
2020-05-01,Mizoram,1,0,0
2020-05-01,Nagaland,0,0,0
2020-05-01,Odisha,154,1,55
2020-05-01,Punjab,585,20,108
2020-05-01,Puducherry,8,0,5
2020-05-01,Rajasthan,2666,62,1116
2020-05-01,Telangana,1044,28,464
2020-05-01,Tamil Nadu,2526,28,1312
2020-05-01,Tripura,3,0,2
2020-05-01,India,37263,1231,10021
2020-05-01,Uttar Pradesh,2328,42,654
2020-05-01,Uttarakhand,57,1,37
2020-05-01,West Bengal,795,41,139
2020-05-02,Andaman and Nicobar Islands,33,0,26
2020-05-02,Andhra Pradesh,1525,33,441
2020-05-02,Arunachal Pradesh,1,0,1
2020-05-02,Assam,43,1,33
2020-05-02,Bihar,481,4,117
2020-05-02,Chandigarh,94,0,19
2020-05-02,Chhattisgarh,43,0,36
2020-05-02,Delhi,4122,64,1256
2020-05-02,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-05-02,Goa,7,0,7
2020-05-02,Gujarat,5054,262,896
2020-05-02,Himachal Pradesh,40,2,33
2020-05-02,Haryana,376,5,242
2020-05-02,Jharkhand,115,3,22
2020-05-02,Jammu and Kashmir,666,8,254
2020-05-02,Karnataka,601,25,271
2020-05-02,Kerala,500,4,400
2020-05-02,Ladakh,23,0,17
2020-05-02,Maharashtra,12296,521,2000
2020-05-02,Meghalaya,12,1,10
2020-05-02,Manipur,2,0,2
2020-05-02,Madhya Pradesh,2788,151,624
2020-05-02,Mizoram,1,0,0
2020-05-02,Nagaland,0,0,0
2020-05-02,Odisha,160,1,56
2020-05-02,Punjab,772,20,112
2020-05-02,Puducherry,9,0,5
2020-05-02,Rajasthan,2772,68,1242
2020-05-02,Telangana,1061,29,499
2020-05-02,Tamil Nadu,2757,29,1341
2020-05-02,Tripura,5,0,2
2020-05-02,India,39827,1323,10852
2020-05-02,Uttar Pradesh,2487,43,698
2020-05-02,Uttarakhand,59,1,39
2020-05-02,West Bengal,922,48,151
2020-05-03,Andaman and Nicobar Islands,33,0,32
2020-05-03,Andhra Pradesh,1583,33,488
2020-05-03,Arunachal Pradesh,1,0,1
2020-05-03,Assam,43,1,33
2020-05-03,Bihar,517,4,124
2020-05-03,Chandigarh,97,1,19
2020-05-03,Chhattisgarh,57,0,36
2020-05-03,Delhi,4549,64,1362
2020-05-03,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-05-03,Goa,7,0,7
2020-05-03,Gujarat,5428,290,1042
2020-05-03,Himachal Pradesh,40,2,34
2020-05-03,Haryana,442,5,245
2020-05-03,Jharkhand,115,3,27
2020-05-03,Jammu and Kashmir,701,8,287
2020-05-03,Karnataka,614,25,293
2020-05-03,Kerala,500,4,401
2020-05-03,Ladakh,42,0,17
2020-05-03,Maharashtra,12974,548,2115
2020-05-03,Meghalaya,12,1,10
2020-05-03,Manipur,2,0,2
2020-05-03,Madhya Pradesh,2837,156,798
2020-05-03,Mizoram,1,0,0
2020-05-03,Nagaland,0,0,0
2020-05-03,Odisha,162,1,60
2020-05-03,Punjab,1102,21,117
2020-05-03,Puducherry,9,0,6
2020-05-03,Rajasthan,2886,71,1356
2020-05-03,Telangana,1082,29,545
2020-05-03,Tamil Nadu,3023,30,1379
2020-05-03,Tripura,17,0,2
2020-05-03,India,42779,1463,11763
2020-05-03,Uttar Pradesh,2645,43,754
2020-05-03,Uttarakhand,60,1,39
2020-05-03,West Bengal,1198,122,132
2020-05-04,Andaman and Nicobar Islands,33,0,32
2020-05-04,Andhra Pradesh,1650,33,524
2020-05-04,Arunachal Pradesh,1,0,1
2020-05-04,Assam,43,1,33
2020-05-04,Bihar,528,4,127
2020-05-04,Chandigarh,102,1,21
2020-05-04,Chhattisgarh,58,0,36
2020-05-04,Delhi,4898,64,1431
2020-05-04,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-05-04,Goa,7,0,7
2020-05-04,Gujarat,5804,319,1195
2020-05-04,Himachal Pradesh,41,2,34
2020-05-04,Haryana,517,6,254
2020-05-04,Jharkhand,115,3,27
2020-05-04,Jammu and Kashmir,726,8,303
2020-05-04,Karnataka,651,27,321
2020-05-04,Kerala,500,4,462
2020-05-04,Ladakh,42,0,17
2020-05-04,Maharashtra,14541,583,2465
2020-05-04,Meghalaya,12,1,10
2020-05-04,Manipur,2,0,2
2020-05-04,Madhya Pradesh,2942,165,856
2020-05-04,Mizoram,1,0,0
2020-05-04,Nagaland,0,0,0
2020-05-04,Odisha,169,1,60
2020-05-04,Punjab,1232,23,128
2020-05-04,Puducherry,9,0,6
2020-05-04,Rajasthan,3061,77,1438
2020-05-04,Sikkim,0,0,0
2020-05-04,Telangana,1085,29,585
2020-05-04,Tamil Nadu,3550,31,1409
2020-05-04,Tripura,30,0,2
2020-05-04,India,46435,1566,12845
2020-05-04,Uttar Pradesh,2766,50,802
2020-05-04,Uttarakhand,60,1,39
2020-05-04,West Bengal,1259,133,218
2020-05-05,Andaman and Nicobar Islands,33,0,32
2020-05-05,Andhra Pradesh,1717,34,589
2020-05-05,Arunachal Pradesh,1,0,1
2020-05-05,Assam,45,1,33
2020-05-05,Bihar,535,4,158
2020-05-05,Chandigarh,119,1,21
2020-05-05,Chhattisgarh,59,0,36
2020-05-05,Delhi,5104,64,1468
2020-05-05,Dadra and Nagar Haveli and Daman and Diu,1,0,0
2020-05-05,Goa,7,0,7
2020-05-05,Gujarat,6245,368,1381
2020-05-05,Himachal Pradesh,42,3,34
2020-05-05,Haryana,548,6,256
2020-05-05,Jharkhand,125,3,33
2020-05-05,Jammu and Kashmir,741,8,320
2020-05-05,Karnataka,673,29,331
2020-05-05,Kerala,503,4,462
2020-05-05,Ladakh,42,0,17
2020-05-05,Maharashtra,15525,617,2819
2020-05-05,Meghalaya,12,1,10
2020-05-05,Manipur,2,0,2
2020-05-05,Madhya Pradesh,3049,176,1000
2020-05-05,Mizoram,1,0,1
2020-05-05,Nagaland,0,0,0
2020-05-05,Odisha,177,2,60
2020-05-05,Punjab,1451,25,133
2020-05-05,Puducherry,9,0,6
2020-05-05,Rajasthan,3158,89,1525
2020-05-05,Sikkim,0,0,0
2020-05-05,Telangana,1096,29,628
2020-05-05,Tamil Nadu,4058,33,1485
2020-05-05,Tripura,43,0,2
2020-05-05,India,49406,1694,14140
2020-05-05,Uttar Pradesh,2880,56,987
2020-05-05,Uttarakhand,61,1,39
2020-05-05,West Bengal,1344,140,264
2020-05-06,Andaman and Nicobar Islands,33,0,32
2020-05-06,Andhra Pradesh,1777,36,729
2020-05-06,Arunachal Pradesh,1,0,1
2020-05-06,Assam,46,1,35
2020-05-06,Bihar,542,4,158
2020-05-06,Chandigarh,124,1,21
2020-05-06,Chhattisgarh,59,0,36
2020-05-06,Delhi,5532,65,1542
2020-05-06,Dadra and Nagar Haveli and Daman and Diu,1,0,0
2020-05-06,Goa,7,0,7
2020-05-06,Gujarat,6625,396,1500
2020-05-06,Himachal Pradesh,43,3,34
2020-05-06,Haryana,594,7,260
2020-05-06,Jharkhand,127,3,37
2020-05-06,Jammu and Kashmir,775,8,322
2020-05-06,Karnataka,693,29,354
2020-05-06,Kerala,503,4,469
2020-05-06,Ladakh,42,0,17
2020-05-06,Maharashtra,16758,651,3094
2020-05-06,Meghalaya,12,1,10
2020-05-06,Manipur,2,0,2
2020-05-06,Madhya Pradesh,3138,185,1099
2020-05-06,Mizoram,1,0,1
2020-05-06,Nagaland,0,0,0
2020-05-06,Odisha,205,2,61
2020-05-06,Punjab,1526,27,135
2020-05-06,Puducherry,9,0,6
2020-05-06,Rajasthan,3317,93,1739
2020-05-06,Sikkim,0,0,0
2020-05-06,Telangana,1107,29,648
2020-05-06,Tamil Nadu,4829,35,1516
2020-05-06,Tripura,65,0,2
2020-05-06,India,53008,1785,15301
2020-05-06,Uttar Pradesh,2998,60,1130
2020-05-06,Uttarakhand,61,1,39
2020-05-06,West Bengal,1456,144,265
2020-05-07,Andaman and Nicobar Islands,33,0,33
2020-05-07,Andhra Pradesh,1833,38,780
2020-05-07,Arunachal Pradesh,1,0,1
2020-05-07,Assam,54,1,35
2020-05-07,Bihar,550,5,218
2020-05-07,Chandigarh,135,1,21
2020-05-07,Chhattisgarh,59,0,36
2020-05-07,Delhi,5980,66,1931
2020-05-07,Dadra and Nagar Haveli and Daman and Diu,1,0,0
2020-05-07,Goa,7,0,7
2020-05-07,Gujarat,7013,425,1709
2020-05-07,Himachal Pradesh,46,3,34
2020-05-07,Haryana,625,7,260
2020-05-07,Jharkhand,132,3,41
2020-05-07,Jammu and Kashmir,793,9,335
2020-05-07,Karnataka,705,30,366
2020-05-07,Kerala,503,4,474
2020-05-07,Ladakh,42,0,17
2020-05-07,Maharashtra,17974,694,3301
2020-05-07,Meghalaya,12,1,10
2020-05-07,Manipur,2,0,2
2020-05-07,Madhya Pradesh,3252,193,1231
2020-05-07,Mizoram,1,0,1
2020-05-07,Nagaland,0,0,0
2020-05-07,Odisha,219,2,62
2020-05-07,Punjab,1644,28,149
2020-05-07,Puducherry,9,0,6
2020-05-07,Rajasthan,3427,99,1889
2020-05-07,Sikkim,0,0,0
2020-05-07,Telangana,1122,29,693
2020-05-07,Tamil Nadu,5409,37,1547
2020-05-07,Tripura,89,0,2
2020-05-07,India,56352,1889,16776
2020-05-07,Uttar Pradesh,3071,62,1250
2020-05-07,Uttarakhand,61,1,39
2020-05-07,West Bengal,1548,151,296
2020-05-08,Andaman and Nicobar Islands,33,0,33
2020-05-08,Andhra Pradesh,1887,41,842
2020-05-08,Arunachal Pradesh,1,0,1
2020-05-08,Assam,60,2,35
2020-05-08,Bihar,579,5,267
2020-05-08,Chandigarh,146,2,21
2020-05-08,Chhattisgarh,59,0,38
2020-05-08,Delhi,6318,68,2020
2020-05-08,Dadra and Nagar Haveli and Daman and Diu,1,0,0
2020-05-08,Goa,7,0,7
2020-05-08,Gujarat,7403,449,1872
2020-05-08,Himachal Pradesh,50,3,34
2020-05-08,Haryana,647,8,279
2020-05-08,Jharkhand,154,3,41
2020-05-08,Jammu and Kashmir,823,9,364
2020-05-08,Karnataka,753,30,376
2020-05-08,Kerala,504,4,484
2020-05-08,Ladakh,42,0,18
2020-05-08,Maharashtra,19063,731,3470
2020-05-08,Meghalaya,12,1,10
2020-05-08,Manipur,2,0,2
2020-05-08,Madhya Pradesh,3341,200,1349
2020-05-08,Mizoram,1,0,1
2020-05-08,Nagaland,0,0,0
2020-05-08,Odisha,270,2,63
2020-05-08,Punjab,1731,29,152
2020-05-08,Puducherry,10,0,8
2020-05-08,Rajasthan,3579,103,2011
2020-05-08,Sikkim,0,0,0
2020-05-08,Telangana,1132,29,727
2020-05-08,Tamil Nadu,6009,40,1605
2020-05-08,Tripura,119,0,2
2020-05-08,India,59691,1986,17887
2020-05-08,Uttar Pradesh,3214,66,1387
2020-05-08,Uttarakhand,63,1,45
2020-05-08,West Bengal,1678,160,323
2020-05-09,Andaman and Nicobar Islands,33,0,33
2020-05-09,Andhra Pradesh,1930,44,887
2020-05-09,Arunachal Pradesh,1,0,1
2020-05-09,Assam,62,2,35
2020-05-09,Bihar,611,5,318
2020-05-09,Chandigarh,169,2,24
2020-05-09,Chhattisgarh,59,0,43
2020-05-09,Delhi,6542,68,2020
2020-05-09,Dadra and Nagar Haveli and Daman and Diu,1,0,0
2020-05-09,Goa,7,0,7
2020-05-09,Gujarat,7797,472,2091
2020-05-09,Himachal Pradesh,52,3,35
2020-05-09,Haryana,675,9,290
2020-05-09,Jharkhand,156,3,78
2020-05-09,Jammu and Kashmir,836,9,368
2020-05-09,Karnataka,794,30,386
2020-05-09,Kerala,506,4,485
2020-05-09,Ladakh,42,0,18
2020-05-09,Maharashtra,20228,779,3800
2020-05-09,Meghalaya,13,1,10
2020-05-09,Manipur,2,0,2
2020-05-09,Madhya Pradesh,3457,211,1480
2020-05-09,Mizoram,1,0,1
2020-05-09,Nagaland,0,0,0
2020-05-09,Odisha,352,3,68
2020-05-09,Punjab,1762,31,157
2020-05-09,Puducherry,10,0,8
2020-05-09,Rajasthan,3708,106,2162
2020-05-09,Sikkim,0,0,0
2020-05-09,Telangana,1163,30,751
2020-05-09,Tamil Nadu,6535,44,1824
2020-05-09,Tripura,136,0,2
2020-05-09,India,62866,2102,19301
2020-05-09,Uttar Pradesh,3373,74,1499
2020-05-09,Uttarakhand,67,1,46
2020-05-09,West Bengal,1786,171,372
2020-05-10,Andaman and Nicobar Islands,33,0,33
2020-05-10,Andhra Pradesh,1980,45,925
2020-05-10,Arunachal Pradesh,1,0,1
2020-05-10,Assam,63,2,35
2020-05-10,Bihar,707,6,354
2020-05-10,Chandigarh,173,3,24
2020-05-10,Chhattisgarh,59,0,49
2020-05-10,Delhi,6923,73,2069
2020-05-10,Dadra and Nagar Haveli and Daman and Diu,1,0,0
2020-05-10,Goa,7,0,7
2020-05-10,Gujarat,8195,493,2545
2020-05-10,Himachal Pradesh,58,3,35
2020-05-10,Haryana,703,10,300
2020-05-10,Jharkhand,157,3,78
2020-05-10,Jammu and Kashmir,861,9,383
2020-05-10,Karnataka,848,31,422
2020-05-10,Kerala,513,4,489
2020-05-10,Ladakh,42,0,21
2020-05-10,Maharashtra,22171,832,4199
2020-05-10,Meghalaya,13,1,10
2020-05-10,Manipur,2,0,2
2020-05-10,Madhya Pradesh,3614,215,1676
2020-05-10,Mizoram,1,0,1
2020-05-10,Nagaland,0,0,0
2020-05-10,Odisha,377,3,68
2020-05-10,Punjab,1823,31,166
2020-05-10,Puducherry,12,0,9
2020-05-10,Rajasthan,3814,108,2241
2020-05-10,Sikkim,0,0,0
2020-05-10,Telangana,1196,30,751
2020-05-10,Tamil Nadu,7204,47,1959
2020-05-10,Tripura,152,0,2
2020-05-10,India,67177,2214,20970
2020-05-10,Uttar Pradesh,3467,79,1653
2020-05-10,Uttarakhand,68,1,46
2020-05-10,West Bengal,1939,185,417
2020-05-11,Andaman and Nicobar Islands,33,0,33
2020-05-11,Andhra Pradesh,2018,45,998
2020-05-11,Arunachal Pradesh,1,0,1
2020-05-11,Assam,65,2,40
2020-05-11,Bihar,749,6,377
2020-05-11,Chandigarh,181,3,28
2020-05-11,Chhattisgarh,59,0,53
2020-05-11,Delhi,7233,73,2129
2020-05-11,Dadra and Nagar Haveli and Daman and Diu,1,0,0
2020-05-11,Goa,7,0,7
2020-05-11,Gujarat,8542,513,2780
2020-05-11,Himachal Pradesh,59,3,35
2020-05-11,Haryana,730,11,337
2020-05-11,Jharkhand,161,3,78
2020-05-11,Jammu and Kashmir,879,10,427
2020-05-11,Karnataka,862,31,426
2020-05-11,Kerala,520,4,489
2020-05-11,Ladakh,42,0,22
2020-05-11,Maharashtra,23401,868,4786
2020-05-11,Meghalaya,13,1,10
2020-05-11,Manipur,2,0,2
2020-05-11,Madhya Pradesh,3785,221,1747
2020-05-11,Mizoram,1,0,1
2020-05-11,Nagaland,0,0,0
2020-05-11,Odisha,415,3,85
2020-05-11,Punjab,1877,31,168
2020-05-11,Puducherry,12,0,9
2020-05-11,Rajasthan,3988,113,2324
2020-05-11,Sikkim,0,0,0
2020-05-11,Telangana,1275,30,801
2020-05-11,Tamil Nadu,8002,53,2051
2020-05-11,Tripura,152,0,2
2020-05-11,India,70769,2295,22549
2020-05-11,Uttar Pradesh,3573,80,1758
2020-05-11,Uttarakhand,68,1,46
2020-05-11,West Bengal,2063,190,499
2020-05-12,Andaman and Nicobar Islands,33,0,33
2020-05-12,Andhra Pradesh,2089,46,1056
2020-05-12,Arunachal Pradesh,1,0,1
2020-05-12,Assam,65,2,40
2020-05-12,Bihar,879,6,382
2020-05-12,Chandigarh,187,3,30
2020-05-12,Chhattisgarh,59,0,54
2020-05-12,Delhi,7639,86,2512
2020-05-12,Dadra and Nagar Haveli and Daman and Diu,1,0,1
2020-05-12,Goa,7,0,7
2020-05-12,Gujarat,8904,537,3246
2020-05-12,Himachal Pradesh,67,3,35
2020-05-12,Haryana,780,11,342
2020-05-12,Jharkhand,172,3,79
2020-05-12,Jammu and Kashmir,934,10,455
2020-05-12,Karnataka,925,31,433
2020-05-12,Kerala,525,4,489
2020-05-12,Ladakh,42,0,22
2020-05-12,Maharashtra,24427,921,5125
2020-05-12,Meghalaya,13,1,10
2020-05-12,Manipur,2,0,2
2020-05-12,Madhya Pradesh,3986,225,1860
2020-05-12,Mizoram,1,0,1
2020-05-12,Nagaland,0,0,0
2020-05-12,Odisha,437,3,116
2020-05-12,Punjab,1914,32,171
2020-05-12,Puducherry,12,0,9
2020-05-12,Rajasthan,4126,117,2454
2020-05-12,Sikkim,0,0,0
2020-05-12,Telangana,1326,32,822
2020-05-12,Tamil Nadu,8718,61,2134
2020-05-12,Tripura,154,0,2
2020-05-12,India,74331,2415,24454
2020-05-12,Uttar Pradesh,3664,82,1873
2020-05-12,Uttarakhand,69,1,46
2020-05-12,West Bengal,2173,198,612
2020-05-13,Andaman and Nicobar Islands,33,0,33
2020-05-13,Andhra Pradesh,2137,47,1142
2020-05-13,Arunachal Pradesh,1,0,1
2020-05-13,Assam,80,2,40
2020-05-13,Bihar,953,7,400
2020-05-13,Chandigarh,191,3,30
2020-05-13,Chhattisgarh,59,0,55
2020-05-13,Delhi,7998,106,2858
2020-05-13,Dadra and Nagar Haveli and Daman and Diu,1,0,1
2020-05-13,Goa,7,0,7
2020-05-13,Gujarat,9268,566,3562
2020-05-13,Himachal Pradesh,68,3,35
2020-05-13,Haryana,793,11,418
2020-05-13,Jharkhand,177,3,87
2020-05-13,Jammu and Kashmir,971,11,466
2020-05-13,Karnataka,959,33,451
2020-05-13,Kerala,535,4,490
2020-05-13,Ladakh,43,0,22
2020-05-13,Maharashtra,25922,975,5547
2020-05-13,Meghalaya,13,1,11
2020-05-13,Manipur,2,0,2
2020-05-13,Madhya Pradesh,4173,232,2004
2020-05-13,Mizoram,1,0,1
2020-05-13,Nagaland,0,0,0
2020-05-13,Odisha,538,3,143
2020-05-13,Punjab,1924,32,200
2020-05-13,Puducherry,13,0,9
2020-05-13,Rajasthan,4328,121,2573
2020-05-13,Sikkim,0,0,0
2020-05-13,Telangana,1367,34,939
2020-05-13,Tamil Nadu,9227,64,2175
2020-05-13,Tripura,155,0,2
2020-05-13,India,78057,2552,26417
2020-05-13,Uttar Pradesh,3758,86,1965
2020-05-13,Uttarakhand,72,1,46
2020-05-13,West Bengal,2290,207,702
2020-05-14,Andaman and Nicobar Islands,33,0,33
2020-05-14,Andhra Pradesh,2205,48,1192
2020-05-14,Arunachal Pradesh,1,0,1
2020-05-14,Assam,87,2,40
2020-05-14,Bihar,999,7,412
2020-05-14,Chandigarh,191,3,37
2020-05-14,Chhattisgarh,60,0,56
2020-05-14,Delhi,8470,115,3045
2020-05-14,Dadra and Nagar Haveli and Daman and Diu,1,0,1
2020-05-14,Goa,15,0,7
2020-05-14,Gujarat,9592,586,3753
2020-05-14,Himachal Pradesh,74,3,35
2020-05-14,Haryana,818,11,439
2020-05-14,Jharkhand,203,3,87
2020-05-14,Jammu and Kashmir,983,11,485
2020-05-14,Karnataka,987,35,460
2020-05-14,Kerala,561,4,493
2020-05-14,Ladakh,43,0,22
2020-05-14,Maharashtra,27524,1019,6089
2020-05-14,Meghalaya,13,1,11
2020-05-14,Manipur,3,0,2
2020-05-14,Madhya Pradesh,4426,237,2171
2020-05-14,Mizoram,1,0,1
2020-05-14,Nagaland,0,0,0
2020-05-14,Odisha,672,3,158
2020-05-14,Punjab,1935,32,223
2020-05-14,Puducherry,16,0,9
2020-05-14,Rajasthan,4534,125,2638
2020-05-14,Sikkim,0,0,0
2020-05-14,Telangana,1414,34,952
2020-05-14,Tamil Nadu,9674,66,2240
2020-05-14,Tripura,156,0,29
2020-05-14,India,82048,2649,28011
2020-05-14,Uttar Pradesh,3902,88,2072
2020-05-14,Uttarakhand,78,1,50
2020-05-14,West Bengal,2377,215,768
2020-05-15,Andaman and Nicobar Islands,33,0,33
2020-05-15,Andhra Pradesh,2307,48,1252
2020-05-15,Arunachal Pradesh,1,0,1
2020-05-15,Assam,90,2,41
2020-05-15,Bihar,1033,7,440
2020-05-15,Chandigarh,191,3,40
2020-05-15,Chhattisgarh,66,0,56
2020-05-15,Delhi,8895,123,3518
2020-05-15,Dadra and Nagar Haveli and Daman and Diu,1,0,1
2020-05-15,Goa,15,0,7
2020-05-15,Gujarat,9932,606,4035
2020-05-15,Himachal Pradesh,76,3,35
2020-05-15,Haryana,854,13,464
2020-05-15,Jharkhand,211,3,97
2020-05-15,Jammu and Kashmir,1013,11,513
2020-05-15,Karnataka,1056,36,480
2020-05-15,Kerala,577,4,493
2020-05-15,Ladakh,43,0,24
2020-05-15,Maharashtra,29100,1068,6564
2020-05-15,Meghalaya,13,1,11
2020-05-15,Manipur,3,0,2
2020-05-15,Madhya Pradesh,4595,239,2283
2020-05-15,Mizoram,1,0,1
2020-05-15,Nagaland,0,0,0
2020-05-15,Odisha,737,3,166
2020-05-15,Punjab,1932,32,305
2020-05-15,Puducherry,16,0,9
2020-05-15,Rajasthan,4747,125,2729
2020-05-15,Sikkim,0,0,0
2020-05-15,Telangana,1454,34,959
2020-05-15,Tamil Nadu,10108,71,2599
2020-05-15,Tripura,156,0,42
2020-05-15,India,85856,2753,30245
2020-05-15,Uttar Pradesh,4057,95,2165
2020-05-15,Uttarakhand,82,1,51
2020-05-15,West Bengal,2461,225,829
2020-05-16,Andaman and Nicobar Islands,33,0,33
2020-05-16,Andhra Pradesh,2355,49,1353
2020-05-16,Arunachal Pradesh,1,0,1
2020-05-16,Assam,93,2,41
2020-05-16,Bihar,1178,8,473
2020-05-16,Chandigarh,191,3,51
2020-05-16,Chhattisgarh,67,0,58
2020-05-16,Delhi,9333,129,3926
2020-05-16,Dadra and Nagar Haveli and Daman and Diu,1,0,1
2020-05-16,Goa,20,0,7
2020-05-16,Gujarat,10989,625,4308
2020-05-16,Himachal Pradesh,78,3,39
2020-05-16,Haryana,887,13,514
2020-05-16,Jharkhand,217,3,113
2020-05-16,Jammu and Kashmir,1121,12,542
2020-05-16,Karnataka,1092,36,496
2020-05-16,Kerala,588,4,497
2020-05-16,Ladakh,43,0,24
2020-05-16,Maharashtra,30706,1135,7088
2020-05-16,Meghalaya,13,1,11
2020-05-16,Manipur,7,0,2
2020-05-16,Madhya Pradesh,4790,243,2315
2020-05-16,Mizoram,1,0,1
2020-05-16,Nagaland,0,0,0
2020-05-16,Odisha,737,3,196
2020-05-16,Punjab,1946,32,1257
2020-05-16,Puducherry,17,0,9
2020-05-16,Rajasthan,4960,126,2944
2020-05-16,Sikkim,0,0,0
2020-05-16,Telangana,1509,34,971
2020-05-16,Tamil Nadu,10585,75,3538
2020-05-16,Tripura,167,0,64
2020-05-16,India,90650,2873,34257
2020-05-16,Uttar Pradesh,4258,104,2441
2020-05-16,Uttarakhand,91,1,51
2020-05-16,West Bengal,2576,232,892
2020-05-17,Andaman and Nicobar Islands,33,0,33
2020-05-17,Andhra Pradesh,2380,50,1456
2020-05-17,Arunachal Pradesh,1,0,1
2020-05-17,Assam,101,2,42
2020-05-17,Bihar,1320,8,473
2020-05-17,Chandigarh,191,3,51
2020-05-17,Chhattisgarh,85,0,59
2020-05-17,Delhi,9755,148,4202
2020-05-17,Dadra and Nagar Haveli and Daman and Diu,1,0,1
2020-05-17,Goa,29,0,7
2020-05-17,Gujarat,11380,659,4499
2020-05-17,Himachal Pradesh,80,3,40
2020-05-17,Haryana,910,14,562
2020-05-17,Jharkhand,223,3,113
2020-05-17,Jammu and Kashmir,1183,13,575
2020-05-17,Karnataka,1147,37,509
2020-05-17,Kerala,602,4,497
2020-05-17,Ladakh,43,0,24
2020-05-17,Maharashtra,33053,1198,7688
2020-05-17,Meghalaya,13,1,11
2020-05-17,Manipur,7,0,2
2020-05-17,Madhya Pradesh,4977,248,2403
2020-05-17,Mizoram,1,0,1
2020-05-17,Nagaland,0,0,0
2020-05-17,Odisha,828,4,220
2020-05-17,Punjab,1964,35,1366
2020-05-17,Puducherry,17,0,9
2020-05-17,Rajasthan,5202,131,3055
2020-05-17,Sikkim,0,0,0
2020-05-17,Telangana,1551,34,992
2020-05-17,Tamil Nadu,11224,79,4172
2020-05-17,Tripura,165,0,85
2020-05-17,India,95699,3025,36795
2020-05-17,Uttar Pradesh,4464,112,2636
2020-05-17,Uttarakhand,92,1,52
2020-05-17,West Bengal,2677,238,959
2020-05-18,Andaman and Nicobar Islands,33,0,33
2020-05-18,Andhra Pradesh,2432,50,1552
2020-05-18,Arunachal Pradesh,1,0,1
2020-05-18,Assam,116,4,42
2020-05-18,Bihar,1423,9,517
2020-05-18,Chandigarh,196,3,54
2020-05-18,Chhattisgarh,95,0,59
2020-05-18,Delhi,10054,160,4485
2020-05-18,Dadra and Nagar Haveli and Daman and Diu,1,0,1
2020-05-18,Goa,38,0,7
2020-05-18,Gujarat,11746,694,4804
2020-05-18,Himachal Pradesh,90,3,42
2020-05-18,Haryana,928,14,598
2020-05-18,Jharkhand,228,3,127
2020-05-18,Jammu and Kashmir,1289,15,609
2020-05-18,Karnataka,1246,37,530
2020-05-18,Kerala,631,4,497
2020-05-18,Ladakh,43,0,43
2020-05-18,Maharashtra,35058,1249,8437
2020-05-18,Meghalaya,13,1,12
2020-05-18,Manipur,7,0,2
2020-05-18,Madhya Pradesh,5236,252,2435
2020-05-18,Mizoram,1,0,1
2020-05-18,Nagaland,0,0,0
2020-05-18,Odisha,876,4,277
2020-05-18,Punjab,1980,37,1547
2020-05-18,Puducherry,17,0,9
2020-05-18,Rajasthan,5507,138,3218
2020-05-18,Sikkim,0,0,0
2020-05-18,Telangana,1592,34,1002
2020-05-18,Tamil Nadu,11760,82,4406
2020-05-18,Tripura,165,0,89
2020-05-18,India,100327,3156,39277
2020-05-18,Uttar Pradesh,4605,118,2783
2020-05-18,Uttarakhand,96,1,52
2020-05-18,West Bengal,2824,244,1006
2020-05-19,Andaman and Nicobar Islands,33,0,33
2020-05-19,Andhra Pradesh,2489,52,1621
2020-05-19,Arunachal Pradesh,1,0,1
