2020-01-13,沈阳,-18℃,83%,99
2020-01-13,昆明,7℃,64%,52
2020-01-13,贵阳,6℃,88%,84
2020-01-13,南京,0℃,100%,153
2020-01-13,长春,-16℃,87%,173
2020-01-13,哈尔滨,-17℃,82%,244
2020-01-13,厦门,11℃,72%,30
2020-01-13,惠州,14℃,60%,38
2020-01-14,武汉,4℃,86%,123
2020-01-14,黄冈,5℃,85%,69
2020-01-14,孝感,4℃,89%,100
2020-01-14,襄阳,3℃,91%,134
2020-01-14,随州,0℃,96%,149
2020-01-14,宜昌,5℃,81%,128
2020-01-14,荆州,6℃,87%,77
2020-01-14,荆门,4℃,88%,193
2020-01-14,鄂州,5℃,86%,73
2020-01-14,温州,10℃,70%,69
2020-01-14,黄石,4℃,84%,60
2020-01-14,咸宁,5℃,83%,77
2020-01-14,十堰,2℃,99%,95
2020-01-14,深圳,16℃,86%,55
2020-01-14,广州,15℃,73%,74
2020-01-14,仙桃,4℃,89%,-1
2020-01-14,长沙,7℃,73%,68
2020-01-14,杭州,6℃,76%,152
2020-01-14,恩施,6℃,87%,80
2020-01-14,台州,8℃,70%,92
2020-01-14,天门,4℃,90%,-1
2020-01-14,南昌,7℃,69%,64
2020-01-14,信阳,1℃,93%,205
2020-01-14,南阳,1℃,93%,209
2020-01-14,成都,7℃,91%,108
2020-01-14,宁波,7℃,74%,135
2020-01-14,郑州,-2℃,99%,284
2020-01-14,合肥,3℃,89%,135
2020-01-14,阜阳,0℃,85%,212
2020-01-14,九江,5℃,87%,77
2020-01-14,岳阳,6℃,76%,77
2020-01-14,南充,7℃,96%,119
2020-01-14,盐城,4℃,84%,239
2020-01-14,茂名,17℃,88%,56
2020-01-14,西安,0℃,78%,235
2020-01-14,邵阳,5℃,94%,65
2020-01-14,衡阳,7℃,71%,74
2020-01-14,达州,7℃,77%,87
2020-01-14,梅州,11℃,86%,52
2020-01-14,湛江,19℃,90%,37
2020-01-14,佛山,16℃,71%,77
2020-01-14,南宁,15℃,81%,94
2020-01-14,揭阳,13℃,95%,74
2020-01-14,周口,0℃,82%,249
2020-01-14,东莞,15℃,84%,75
2020-01-14,苏州,4℃,84%,193
2020-01-14,沈阳,-17℃,82%,108
2020-01-14,昆明,11℃,62%,44
2020-01-14,贵阳,3℃,100%,35
2020-01-14,南京,2℃,100%,193
2020-01-14,长春,-21℃,89%,241
2020-01-14,哈尔滨,-22℃,81%,283
2020-01-14,厦门,12℃,78%,59
2020-01-14,惠州,16℃,86%,52
2020-01-15,武汉,5℃,60%,120
2020-01-15,黄冈,6℃,69%,113
2020-01-15,孝感,5℃,56%,119
2020-01-15,襄阳,3℃,58%,173
2020-01-15,随州,3℃,62%,128
2020-01-15,宜昌,5℃,69%,179
2020-01-15,荆州,6℃,55%,93
2020-01-15,荆门,5℃,63%,175
2020-01-15,鄂州,6℃,59%,114
2020-01-15,温州,9℃,59%,95
2020-01-15,黄石,6℃,62%,105
2020-01-15,咸宁,6℃,59%,103
2020-01-15,十堰,3℃,65%,138
2020-01-15,深圳,18℃,78%,54
2020-01-15,广州,16℃,63%,61
2020-01-15,仙桃,5℃,64%,-1
2020-01-15,长沙,6℃,94%,158
2020-01-15,杭州,5℃,65%,166
2020-01-15,恩施,5℃,92%,72
2020-01-15,台州,6℃,67%,134
2020-01-15,天门,4℃,59%,-1
2020-01-15,南昌,7℃,72%,156
2020-01-15,信阳,2℃,65%,140
2020-01-15,南阳,1℃,65%,188
2020-01-15,成都,7℃,87%,133
2020-01-15,宁波,4℃,81%,145
2020-01-15,郑州,-2℃,71%,139
2020-01-15,合肥,0℃,84%,150
2020-01-15,阜阳,1℃,71%,166
2020-01-15,九江,5℃,55%,119
2020-01-15,岳阳,6℃,90%,123
2020-01-15,南充,8℃,84%,87
2020-01-15,盐城,-2℃,86%,87
2020-01-15,茂名,19℃,81%,48
2020-01-15,西安,0℃,68%,159
2020-01-15,邵阳,4℃,100%,93
2020-01-15,衡阳,6℃,91%,82
2020-01-15,达州,8℃,87%,62
2020-01-15,梅州,13℃,66%,49
2020-01-15,湛江,20℃,92%,34
2020-01-15,佛山,15℃,70%,64
2020-01-15,南宁,10℃,100%,32
2020-01-15,揭阳,16℃,84%,64
2020-01-15,周口,0℃,64%,156
2020-01-15,东莞,17℃,76%,70
2020-01-15,苏州,2℃,84%,130
2020-01-15,沈阳,-18℃,80%,189
2020-01-15,昆明,12℃,54%,38
2020-01-15,贵阳,0℃,100%,19
2020-01-15,南京,0℃,78%,143
2020-01-15,长春,-18℃,93%,287
2020-01-15,哈尔滨,-21℃,80%,406
2020-01-15,厦门,13℃,78%,55
2020-01-15,惠州,16℃,83%,56
2020-01-16,武汉,2℃,95%,65
2020-01-16,黄冈,2℃,100%,97
2020-01-16,孝感,1℃,94%,67
2020-01-16,襄阳,-1℃,86%,128
2020-01-16,随州,0℃,80%,98
2020-01-16,宜昌,1℃,98%,112
2020-01-16,荆州,2℃,86%,105
2020-01-16,荆门,0℃,87%,144
2020-01-16,鄂州,2℃,97%,97
2020-01-16,温州,8℃,98%,36
2020-01-16,黄石,2℃,95%,83
2020-01-16,咸宁,2℃,99%,83
2020-01-16,十堰,0℃,88%,108
2020-01-16,深圳,19℃,83%,70
2020-01-16,广州,19℃,76%,52
2020-01-16,仙桃,2℃,90%,-1
2020-01-16,长沙,3℃,92%,36
2020-01-16,杭州,6℃,97%,42
2020-01-16,恩施,5℃,92%,62
2020-01-16,台州,8℃,97%,36
2020-01-16,天门,2℃,87%,-1
2020-01-16,南昌,4℃,95%,36
2020-01-16,信阳,0℃,88%,113
2020-01-16,南阳,0℃,74%,139
2020-01-16,成都,6℃,98%,68
2020-01-16,宁波,7℃,100%,64
2020-01-16,郑州,-1℃,95%,138
2020-01-16,合肥,0℃,99%,53
2020-01-16,阜阳,0℃,99%,108
2020-01-16,九江,3℃,94%,38
2020-01-16,岳阳,2℃,100%,87
2020-01-16,南充,8℃,92%,36
2020-01-16,盐城,4℃,77%,23
2020-01-16,茂名,19℃,89%,56
2020-01-16,西安,0℃,99%,223
2020-01-16,邵阳,3℃,100%,14
2020-01-16,衡阳,4℃,93%,20
2020-01-16,达州,8℃,77%,53
2020-01-16,梅州,14℃,87%,67
2020-01-16,湛江,20℃,95%,48
2020-01-16,佛山,20℃,82%,51
2020-01-16,南宁,17℃,100%,41
2020-01-16,揭阳,16℃,82%,104
2020-01-16,周口,0℃,86%,102
2020-01-16,东莞,19℃,88%,50
2020-01-16,苏州,5℃,94%,28
2020-01-16,沈阳,-17℃,83%,176
2020-01-16,昆明,11℃,50%,38
2020-01-16,贵阳,1℃,100%,18
2020-01-16,南京,2℃,100%,36
2020-01-16,长春,-14℃,81%,213
2020-01-16,哈尔滨,-19℃,79%,249
2020-01-16,厦门,14℃,78%,59
2020-01-16,惠州,18℃,84%,69
2020-01-17,武汉,0℃,93%,60
2020-01-17,黄冈,2℃,90%,99
2020-01-17,孝感,1℃,98%,64
2020-01-17,襄阳,0℃,81%,158
2020-01-17,随州,1℃,82%,88
2020-01-17,宜昌,2℃,74%,118
2020-01-17,荆州,2℃,87%,80
2020-01-17,荆门,0℃,78%,163
2020-01-17,鄂州,2℃,89%,102
2020-01-17,温州,10℃,84%,13
2020-01-17,黄石,2℃,91%,94
2020-01-17,咸宁,1℃,94%,98
2020-01-17,十堰,2℃,78%,97
2020-01-17,深圳,19℃,87%,59
2020-01-17,广州,12℃,77%,23
2020-01-17,仙桃,1℃,87%,-1
2020-01-17,长沙,3℃,78%,119
2020-01-17,杭州,4℃,96%,14
2020-01-17,恩施,5℃,92%,51
2020-01-17,台州,8℃,89%,15
2020-01-17,天门,1℃,93%,-1
2020-01-17,南昌,4℃,79%,85
2020-01-17,信阳,0℃,96%,130
2020-01-17,南阳,0℃,89%,183
2020-01-17,成都,6℃,98%,57
2020-01-17,宁波,7℃,100%,19
2020-01-17,郑州,0℃,86%,109
2020-01-17,合肥,1℃,99%,60
2020-01-17,阜阳,0℃,99%,217
2020-01-17,九江,2℃,93%,130
2020-01-17,岳阳,3℃,85%,73
2020-01-17,南充,7℃,90%,88
2020-01-17,盐城,2℃,90%,87
2020-01-17,茂名,18℃,79%,58
2020-01-17,西安,0℃,98%,243
2020-01-17,邵阳,2℃,87%,97
2020-01-17,衡阳,3℃,81%,104
2020-01-17,达州,5℃,88%,78
2020-01-17,梅州,12℃,64%,12
2020-01-17,湛江,16℃,84%,57
2020-01-17,佛山,10℃,82%,31
2020-01-17,南宁,10℃,86%,23
2020-01-17,揭阳,16℃,79%,49
2020-01-17,周口,1℃,83%,145
2020-01-17,东莞,15℃,80%,32
2020-01-17,苏州,4℃,94%,53
2020-01-17,沈阳,-17℃,82%,143
2020-01-17,昆明,10℃,60%,37
2020-01-17,贵阳,3℃,93%,32
2020-01-17,南京,2℃,100%,38
2020-01-17,长春,-18℃,94%,259
2020-01-17,哈尔滨,-22℃,79%,271
2020-01-17,厦门,14℃,98%,69
2020-01-17,惠州,14℃,73%,37
2020-01-18,武汉,-1℃,97%,80
2020-01-18,黄冈,2℃,81%,61
2020-01-18,孝感,0℃,99%,89
2020-01-18,襄阳,1℃,89%,183
2020-01-18,随州,-1℃,95%,87
2020-01-18,宜昌,2℃,87%,212
2020-01-18,荆州,4℃,86%,80
2020-01-18,荆门,0℃,94%,147
2020-01-18,鄂州,3℃,80%,80
2020-01-18,温州,8℃,58%,19
2020-01-18,黄石,2℃,88%,65
2020-01-18,咸宁,2℃,90%,63
2020-01-18,十堰,1℃,99%,107
2020-01-18,深圳,16℃,55%,28
2020-01-18,广州,12℃,62%,30
2020-01-18,仙桃,0℃,97%,-1
2020-01-18,长沙,3℃,89%,70
2020-01-18,杭州,4℃,73%,33
2020-01-18,恩施,6℃,83%,57
2020-01-18,台州,6℃,70%,36
2020-01-18,天门,0℃,99%,-1
2020-01-18,南昌,4℃,80%,77
2020-01-18,信阳,2℃,85%,127
2020-01-18,南阳,0℃,99%,152
2020-01-18,成都,7℃,86%,98
2020-01-18,宁波,5℃,80%,43
2020-01-18,郑州,-1℃,99%,233
2020-01-18,合肥,1℃,99%,89
2020-01-18,阜阳,1℃,92%,160
2020-01-18,九江,3℃,86%,84
2020-01-18,岳阳,3℃,80%,75
2020-01-18,南充,8℃,85%,99
2020-01-18,盐城,2℃,69%,120
2020-01-18,茂名,14℃,76%,54
2020-01-18,西安,0℃,99%,283
2020-01-18,邵阳,4℃,80%,64
2020-01-18,衡阳,4℃,81%,73
2020-01-18,达州,6℃,85%,109
2020-01-18,梅州,9℃,64%,38
2020-01-18,湛江,16℃,79%,53
2020-01-18,佛山,11℃,69%,26
2020-01-18,南宁,9℃,79%,55
2020-01-18,揭阳,14℃,68%,48
2020-01-18,周口,1℃,85%,195
2020-01-18,东莞,13℃,66%,21
2020-01-18,苏州,4℃,79%,80
2020-01-18,沈阳,-16℃,81%,211
2020-01-18,昆明,10℃,53%,43
2020-01-18,贵阳,1℃,100%,54
2020-01-18,南京,3℃,96%,74
2020-01-18,长春,-18℃,95%,258
2020-01-18,哈尔滨,-25℃,79%,336
2020-01-18,厦门,12℃,80%,28
2020-01-18,惠州,13℃,61%,25
2020-01-19,武汉,4℃,83%,119
2020-01-19,黄冈,3℃,84%,69
2020-01-19,孝感,3℃,99%,94
2020-01-19,襄阳,2℃,91%,210
2020-01-19,随州,2℃,89%,144
2020-01-19,宜昌,4℃,99%,210
2020-01-19,荆州,3℃,92%,142
2020-01-19,荆门,2℃,93%,204
2020-01-19,鄂州,4℃,87%,74
2020-01-19,温州,6℃,69%,38
2020-01-19,黄石,4℃,86%,80
2020-01-19,咸宁,3℃,90%,83
2020-01-19,十堰,2℃,95%,90
2020-01-19,深圳,17℃,80%,39
2020-01-19,广州,14℃,60%,45
2020-01-19,仙桃,3℃,89%,-1
2020-01-19,长沙,4℃,78%,94
2020-01-19,杭州,4℃,72%,78
2020-01-19,恩施,5℃,92%,69
2020-01-19,台州,5℃,70%,63
2020-01-19,天门,3℃,99%,-1
2020-01-19,南昌,6℃,71%,67
2020-01-19,信阳,3℃,91%,172
2020-01-19,南阳,0℃,99%,192
2020-01-19,成都,5℃,97%,100
2020-01-19,宁波,4℃,71%,69
2020-01-19,郑州,6℃,41%,113
2020-01-19,合肥,1℃,93%,115
2020-01-19,阜阳,2℃,88%,127
2020-01-19,九江,4℃,87%,90
2020-01-19,岳阳,3℃,88%,99
2020-01-19,南充,6℃,94%,109
2020-01-19,盐城,1℃,82%,134
2020-01-19,茂名,19℃,78%,44
2020-01-19,西安,0℃,85%,196
2020-01-19,邵阳,4℃,84%,92
2020-01-19,衡阳,5℃,85%,83
2020-01-19,达州,7℃,90%,129
2020-01-19,梅州,12℃,65%,40
2020-01-19,湛江,19℃,92%,35
2020-01-19,佛山,13℃,64%,47
2020-01-19,南宁,8℃,100%,45
2020-01-19,揭阳,14℃,79%,38
2020-01-19,周口,3℃,81%,198
2020-01-19,东莞,15℃,65%,54
2020-01-19,苏州,4℃,70%,94
2020-01-19,沈阳,-5℃,92%,209
2020-01-19,昆明,5℃,68%,40
2020-01-19,贵阳,2℃,85%,105
2020-01-19,南京,3℃,79%,99
2020-01-19,长春,-6℃,96%,134
2020-01-19,哈尔滨,-15℃,82%,217
2020-01-19,厦门,11℃,70%,26
2020-01-19,惠州,14℃,70%,46
2020-01-20,武汉,0℃,95%,148
2020-01-20,黄冈,2℃,93%,120
2020-01-20,孝感,1℃,99%,124
2020-01-20,襄阳,5℃,60%,107
2020-01-20,随州,0℃,89%,103
2020-01-20,宜昌,5℃,66%,145
2020-01-20,荆州,3℃,92%,92
2020-01-20,荆门,6℃,62%,114
2020-01-20,鄂州,3℃,87%,144
2020-01-20,温州,7℃,86%,55
2020-01-20,黄石,1℃,93%,109
2020-01-20,咸宁,0℃,97%,100
2020-01-20,十堰,2℃,69%,76
2020-01-20,深圳,14℃,70%,40
2020-01-20,广州,11℃,71%,28
2020-01-20,仙桃,1℃,97%,-1
2020-01-20,长沙,2℃,94%,138
2020-01-20,杭州,3℃,86%,65
2020-01-20,恩施,6℃,87%,79
2020-01-20,台州,4℃,94%,62
2020-01-20,天门,1℃,98%,-1
2020-01-20,南昌,4℃,85%,117
2020-01-20,信阳,3℃,81%,92
2020-01-20,南阳,2℃,78%,178
2020-01-20,成都,6℃,83%,79
2020-01-20,宁波,1℃,100%,75
2020-01-20,郑州,6℃,34%,62
2020-01-20,合肥,1℃,86%,117
2020-01-20,阜阳,0℃,87%,129
2020-01-20,九江,3℃,82%,103
2020-01-20,岳阳,6℃,77%,160
2020-01-20,南充,6℃,73%,107
2020-01-20,盐城,1℃,95%,185
2020-01-20,茂名,16℃,76%,70
2020-01-20,西安,1℃,67%,79
2020-01-20,邵阳,7℃,67%,122
2020-01-20,衡阳,7℃,77%,90
2020-01-20,达州,5℃,89%,114
2020-01-20,梅州,11℃,68%,25
2020-01-20,湛江,16℃,79%,97
2020-01-20,佛山,11℃,75%,27
2020-01-20,南宁,11℃,73%,74
2020-01-20,揭阳,12℃,81%,31
2020-01-20,周口,4℃,54%,82
2020-01-20,东莞,12℃,76%,26
2020-01-20,苏州,3℃,83%,119
2020-01-20,沈阳,-14℃,84%,100
2020-01-20,昆明,4℃,79%,33
2020-01-20,贵阳,5℃,79%,62
2020-01-20,南京,3℃,85%,117
2020-01-20,长春,-16℃,94%,202
2020-01-20,哈尔滨,-14℃,80%,380
2020-01-20,厦门,13℃,80%,38
2020-01-20,惠州,12℃,71%,33
2020-01-21,武汉,3℃,91%,113
2020-01-21,黄冈,5℃,80%,122
2020-01-21,孝感,4℃,95%,150
2020-01-21,襄阳,8℃,63%,117
2020-01-21,随州,1℃,89%,130
2020-01-21,宜昌,8℃,71%,193
2020-01-21,荆州,7℃,84%,124
2020-01-21,荆门,7℃,65%,175
2020-01-21,鄂州,8℃,67%,110
2020-01-21,温州,8℃,82%,64
2020-01-21,黄石,6℃,77%,94
2020-01-21,咸宁,8℃,52%,107
2020-01-21,十堰,7℃,52%,85
2020-01-21,深圳,16℃,80%,55
2020-01-21,广州,14℃,78%,56
2020-01-21,仙桃,5℃,78%,-1
2020-01-21,长沙,10℃,64%,103
2020-01-21,杭州,5℃,71%,123
2020-01-21,恩施,7℃,86%,92
2020-01-21,台州,6℃,83%,118
2020-01-21,天门,6℃,71%,-1
2020-01-21,南昌,9℃,71%,93
2020-01-21,信阳,2℃,72%,91
2020-01-21,南阳,3℃,52%,120
2020-01-21,成都,9℃,72%,125
2020-01-21,宁波,3℃,94%,120
2020-01-21,郑州,0℃,64%,122
2020-01-21,合肥,0℃,96%,119
2020-01-21,阜阳,6℃,65%,162
2020-01-21,九江,7℃,77%,123
2020-01-21,岳阳,9℃,73%,115
2020-01-21,南充,8℃,72%,124
2020-01-21,盐城,1℃,94%,232
2020-01-21,茂名,18℃,79%,58
2020-01-21,西安,2℃,62%,114
2020-01-21,邵阳,8℃,73%,110
2020-01-21,衡阳,9℃,73%,128
2020-01-21,达州,7℃,83%,124
2020-01-21,梅州,14℃,72%,38
2020-01-21,湛江,19℃,94%,48
2020-01-21,佛山,15℃,70%,55
2020-01-21,南宁,11℃,100%,55
2020-01-21,揭阳,14℃,92%,78
2020-01-21,周口,2℃,74%,143
2020-01-21,东莞,15℃,80%,59
2020-01-21,苏州,4℃,85%,219
2020-01-21,沈阳,-16℃,84%,82
2020-01-21,昆明,9℃,50%,33
2020-01-21,贵阳,6℃,100%,29
2020-01-21,南京,4℃,53%,98
2020-01-21,长春,-13℃,84%,69
2020-01-21,哈尔滨,-14℃,88%,284
2020-01-21,厦门,11℃,81%,40
2020-01-21,惠州,16℃,84%,57
2020-01-22,武汉,6℃,92%,117
2020-01-22,黄冈,6℃,99%,103
2020-01-22,孝感,6℃,99%,92
2020-01-22,襄阳,3℃,93%,218
2020-01-22,随州,2℃,96%,137
2020-01-22,宜昌,6℃,98%,183
2020-01-22,荆州,7℃,96%,109
2020-01-22,荆门,5℃,76%,160
2020-01-22,鄂州,7℃,95%,113
2020-01-22,温州,10℃,78%,107
2020-01-22,黄石,6℃,98%,102
2020-01-22,咸宁,5℃,99%,105
2020-01-22,十堰,4℃,84%,110
2020-01-22,深圳,18℃,75%,51
2020-01-22,广州,16℃,81%,43
2020-01-22,仙桃,6℃,95%,-1
2020-01-22,长沙,8℃,88%,87
2020-01-22,杭州,8℃,87%,140
2020-01-22,恩施,8℃,90%,64
2020-01-22,台州,11℃,78%,107
2020-01-22,天门,5℃,99%,-1
2020-01-22,南昌,8℃,94%,118
2020-01-22,信阳,2℃,89%,225
2020-01-22,南阳,0℃,99%,224
2020-01-22,成都,8℃,74%,133
2020-01-22,宁波,12℃,71%,60
2020-01-22,郑州,1℃,76%,238
2020-01-22,合肥,5℃,99%,215
2020-01-22,阜阳,0℃,97%,270
2020-01-22,九江,6℃,96%,118
2020-01-22,岳阳,7℃,100%,77
2020-01-22,南充,9℃,86%,114
2020-01-22,盐城,7℃,94%,41
2020-01-22,茂名,18℃,87%,49
2020-01-22,西安,1℃,80%,162
2020-01-22,邵阳,8℃,97%,114
2020-01-22,衡阳,10℃,82%,107
2020-01-22,达州,7℃,90%,102
2020-01-22,梅州,15℃,80%,74
2020-01-22,湛江,20℃,97%,36
2020-01-22,佛山,17℃,85%,46
2020-01-22,南宁,16℃,100%,72
2020-01-22,揭阳,15℃,85%,77
2020-01-22,周口,2℃,87%,254
2020-01-22,东莞,17℃,89%,40
2020-01-22,苏州,8℃,95%,128
2020-01-22,沈阳,-6℃,79%,55
2020-01-22,昆明,8℃,64%,38
2020-01-22,贵阳,13℃,85%,35
2020-01-22,南京,6℃,100%,147
2020-01-22,长春,-4℃,64%,51
2020-01-22,哈尔滨,-13℃,86%,79
2020-01-22,厦门,14℃,76%,62
2020-01-22,惠州,17℃,81%,50
2020-01-23,武汉,5℃,91%,114
2020-01-23,黄冈,5℃,98%,102
2020-01-23,孝感,3℃,99%,183
2020-01-23,襄阳,4℃,92%,234
2020-01-23,随州,0℃,96%,186
2020-01-23,宜昌,6℃,99%,140
2020-01-23,荆州,5℃,95%,110
2020-01-23,荆门,5℃,76%,173
2020-01-23,鄂州,7℃,94%,109
2020-01-23,温州,13℃,94%,64
2020-01-23,黄石,6℃,98%,138
2020-01-23,咸宁,5℃,99%,127
2020-01-23,十堰,3℃,96%,118
2020-01-23,深圳,20℃,87%,39
2020-01-23,广州,21℃,84%,53
2020-01-23,仙桃,6℃,93%,-1
2020-01-23,长沙,7℃,92%,75
2020-01-23,杭州,8℃,95%,46
2020-01-23,恩施,9℃,89%,67
2020-01-23,台州,12℃,93%,75
2020-01-23,天门,4℃,99%,-1
2020-01-23,南昌,7℃,93%,57
2020-01-23,信阳,3℃,95%,182
2020-01-23,南阳,3℃,82%,251
2020-01-23,成都,8℃,89%,148
2020-01-23,宁波,9℃,98%,54
2020-01-23,郑州,0℃,99%,244
2020-01-23,合肥,5℃,99%,144
2020-01-23,阜阳,4℃,94%,250
2020-01-23,九江,6℃,96%,89
2020-01-23,岳阳,6℃,100%,105
2020-01-23,南充,9℃,83%,122
2020-01-23,盐城,7℃,91%,33
2020-01-23,茂名,19℃,93%,50
2020-01-23,西安,1℃,85%,225
2020-01-23,邵阳,6℃,100%,40
2020-01-23,衡阳,8℃,86%,49
2020-01-23,达州,8℃,90%,119
2020-01-23,梅州,18℃,91%,38
2020-01-23,湛江,20℃,98%,50
2020-01-23,佛山,19℃,85%,56
2020-01-23,南宁,19℃,98%,34
2020-01-23,揭阳,19℃,90%,166
2020-01-23,周口,2℃,97%,251
2020-01-23,东莞,20℃,96%,78
2020-01-23,苏州,7℃,97%,98
2020-01-23,沈阳,-1℃,91%,168
2020-01-23,昆明,11℃,44%,33
2020-01-23,贵阳,6℃,93%,27
2020-01-23,南京,7℃,100%,18
2020-01-23,长春,-11℃,97%,201
2020-01-23,哈尔滨,-19℃,82%,204
2020-01-23,厦门,16℃,99%,102
2020-01-23,惠州,21℃,88%,38
2020-01-24,武汉,7℃,97%,82
2020-01-24,黄冈,7℃,99%,99
2020-01-24,孝感,7℃,99%,88
2020-01-24,襄阳,4℃,99%,102
2020-01-24,随州,5℃,95%,90
2020-01-24,宜昌,6℃,97%,118
2020-01-24,荆州,6℃,92%,109
2020-01-24,荆门,5℃,93%,107
2020-01-24,鄂州,8℃,97%,97
2020-01-24,温州,12℃,98%,32
2020-01-24,黄石,7℃,98%,89
2020-01-24,咸宁,6℃,99%,83
2020-01-24,十堰,4℃,88%,114
2020-01-24,深圳,20℃,92%,24
2020-01-24,广州,20℃,89%,35
2020-01-24,仙桃,6℃,96%,-1
2020-01-24,长沙,7℃,94%,58
2020-01-24,杭州,7℃,95%,25
2020-01-24,恩施,8℃,80%,59
2020-01-24,台州,11℃,96%,21
2020-01-24,天门,6℃,99%,-1
2020-01-24,南昌,8℃,97%,28
2020-01-24,信阳,6℃,95%,127
2020-01-24,南阳,5℃,80%,185
2020-01-24,成都,7℃,98%,180
2020-01-24,宁波,9℃,100%,23
2020-01-24,郑州,4℃,87%,248
2020-01-24,合肥,7℃,88%,35
2020-01-24,阜阳,7℃,83%,83
2020-01-24,九江,7℃,96%,29
2020-01-24,岳阳,7℃,100%,85
2020-01-24,南充,7℃,93%,74
2020-01-24,盐城,5℃,85%,53
2020-01-24,茂名,20℃,93%,44
2020-01-24,西安,5℃,74%,316
2020-01-24,邵阳,6℃,100%,26
2020-01-24,衡阳,6℃,92%,33
2020-01-24,达州,9℃,80%,73
2020-01-24,梅州,18℃,91%,43
2020-01-24,湛江,21℃,99%,24
2020-01-24,佛山,20℃,87%,36
2020-01-24,南宁,19℃,100%,51
2020-01-24,揭阳,20℃,94%,67
2020-01-24,周口,5℃,87%,142
2020-01-24,东莞,19℃,100%,42
2020-01-24,苏州,7℃,94%,33
2020-01-24,沈阳,-13℃,84%,60
2020-01-24,昆明,5℃,70%,33
2020-01-24,贵阳,5℃,99%,18
2020-01-24,南京,7℃,88%,35
2020-01-24,长春,-14℃,60%,77
2020-01-24,哈尔滨,-18℃,71%,64
2020-01-24,厦门,17℃,95%,57
2020-01-24,惠州,21℃,94%,30
2020-01-25,武汉,5℃,94%,42
2020-01-25,黄冈,6℃,99%,112
2020-01-25,孝感,5℃,99%,92
2020-01-25,襄阳,3℃,97%,215
2020-01-25,随州,3℃,93%,84
2020-01-25,宜昌,4℃,77%,22
2020-01-25,荆州,4℃,96%,103
2020-01-25,荆门,2℃,95%,147
2020-01-25,鄂州,7℃,92%,92
2020-01-25,温州,12℃,88%,48
2020-01-25,黄石,6℃,96%,75
2020-01-25,咸宁,5℃,99%,28
2020-01-25,十堰,2℃,99%,73
2020-01-25,深圳,19℃,87%,21
2020-01-25,广州,20℃,83%,39
2020-01-25,仙桃,5℃,96%,-1
2020-01-25,长沙,6℃,92%,39
2020-01-25,杭州,7℃,93%,90
2020-01-25,恩施,6℃,80%,32
2020-01-25,台州,10℃,86%,53
2020-01-25,天门,4℃,99%,-1
2020-01-25,南昌,7℃,97%,57
2020-01-25,信阳,3℃,96%,119
2020-01-25,南阳,2℃,99%,196
2020-01-25,成都,4℃,93%,67
2020-01-25,宁波,8℃,100%,55
2020-01-25,郑州,2℃,82%,98
2020-01-25,合肥,5℃,90%,118
2020-01-25,阜阳,4℃,87%,279
2020-01-25,九江,6℃,93%,73
2020-01-25,岳阳,5℃,100%,46
2020-01-25,南充,7℃,86%,62
2020-01-25,盐城,5℃,74%,30
2020-01-25,茂名,20℃,93%,142
2020-01-25,西安,2℃,98%,250
2020-01-25,邵阳,5℃,100%,15
2020-01-25,衡阳,6℃,91%,28
2020-01-25,达州,7℃,81%,49
2020-01-25,梅州,17℃,90%,69
2020-01-25,湛江,20℃,95%,32
2020-01-25,佛山,19℃,76%,46
2020-01-25,南宁,13℃,99%,22
2020-01-25,揭阳,18℃,91%,46
2020-01-25,周口,2℃,93%,288
2020-01-25,东莞,20℃,97%,29
2020-01-25,苏州,7℃,91%,75
2020-01-25,沈阳,-15℃,77%,264
2020-01-25,昆明,7℃,78%,36
2020-01-25,贵阳,0℃,100%,20
2020-01-25,南京,6℃,80%,51
2020-01-25,长春,-19℃,88%,282
2020-01-25,哈尔滨,-26℃,77%,210
2020-01-25,厦门,15℃,85%,55
2020-01-25,惠州,20℃,92%,24
2020-01-26,武汉,4℃,89%,48
2020-01-26,黄冈,4℃,95%,38
2020-01-26,孝感,4℃,89%,64
2020-01-26,襄阳,2℃,85%,122
2020-01-26,随州,3℃,84%,109
2020-01-26,宜昌,3℃,84%,49
2020-01-26,荆州,3℃,90%,90
2020-01-26,荆门,3℃,80%,110
2020-01-26,鄂州,4℃,86%,34
2020-01-26,温州,11℃,84%,17
2020-01-26,黄石,4℃,96%,22
2020-01-26,咸宁,4℃,99%,20
2020-01-26,十堰,2℃,90%,67
2020-01-26,深圳,16℃,98%,49
2020-01-26,广州,13℃,91%,18
2020-01-26,仙桃,3℃,90%,-1
2020-01-26,长沙,4℃,91%,29
2020-01-26,杭州,5℃,96%,18
2020-01-26,恩施,5℃,75%,40
2020-01-26,台州,9℃,84%,20
2020-01-26,天门,3℃,99%,-1
2020-01-26,南昌,5℃,95%,18
2020-01-26,信阳,3℃,85%,137
2020-01-26,南阳,2℃,95%,150
2020-01-26,成都,6℃,77%,43
2020-01-26,宁波,7℃,99%,19
2020-01-26,郑州,4℃,58%,156
2020-01-26,合肥,3℃,93%,55
2020-01-26,阜阳,4℃,54%,110
2020-01-26,九江,4℃,94%,30
2020-01-26,岳阳,3℃,100%,36
2020-01-26,南充,6℃,86%,43
2020-01-26,盐城,5℃,82%,64
2020-01-26,茂名,13℃,92%,19
2020-01-26,西安,3℃,98%,303
2020-01-26,邵阳,1℃,100%,39
2020-01-26,衡阳,3℃,92%,23
2020-01-26,达州,7℃,87%,54
