dep,date,Recovered,Deaths
36,2020-09-28,199,82
37,2020-09-28,425,98
38,2020-09-28,883,172
39,2020-09-28,334,60
40,2020-09-28,89,14
41,2020-09-28,353,68
42,2020-09-28,1129,268
43,2020-09-28,116,19
44,2020-09-28,840,176
45,2020-09-28,717,108
46,2020-09-28,72,22
47,2020-09-28,106,14
48,2020-09-28,31,1
49,2020-09-28,740,147
50,2020-09-28,191,52
51,2020-09-28,1097,282
52,2020-09-28,279,92
53,2020-09-28,263,49
54,2020-09-28,1336,373
55,2020-09-28,507,103
56,2020-09-28,462,98
57,2020-09-28,2680,867
58,2020-09-28,112,28
59,2020-09-28,2966,712
60,2020-09-28,1302,427
61,2020-09-28,272,45
62,2020-09-28,1599,338
63,2020-09-28,228,55
64,2020-09-28,267,38
65,2020-09-28,172,27
66,2020-09-28,309,39
67,2020-09-28,2874,705
68,2020-09-28,3224,840
69,2020-09-28,3753,723
70,2020-09-28,311,77
71,2020-09-28,835,211
72,2020-09-28,477,95
73,2020-09-28,466,77
74,2020-09-28,982,175
75,2020-09-28,7178,1872
76,2020-09-28,929,196
77,2020-09-28,3080,732
78,2020-09-28,2742,566
79,2020-09-28,75,22
80,2020-09-28,782,240
81,2020-09-28,145,24
82,2020-09-28,57,8
83,2020-09-28,1174,158
84,2020-09-28,370,59
85,2020-09-28,299,44
86,2020-09-28,169,41
87,2020-09-28,160,34
88,2020-09-28,768,268
89,2020-09-28,434,95
90,2020-09-28,578,201
91,2020-09-28,3043,644
92,2020-09-28,5466,1144
93,2020-09-28,4654,1066
94,2020-09-28,5012,1267
95,2020-09-28,3162,769
971,2020-09-28,299,63
972,2020-09-28,127,21
973,2020-09-28,1702,61
974,2020-09-28,381,19
976,2020-09-28,454,28
01,2020-09-29,494,110
02,2020-09-29,1169,290
03,2020-09-29,232,44
04,2020-09-29,157,16
05,2020-09-29,156,22
06,2020-09-29,1123,222
07,2020-09-29,470,120
08,2020-09-29,233,64
09,2020-09-29,39,2
10,2020-09-29,675,138
11,2020-09-29,255,60
12,2020-09-29,172,26
13,2020-09-29,5046,665
14,2020-09-29,392,87
15,2020-09-29,62,14
16,2020-09-29,67,14
17,2020-09-29,160,54
18,2020-09-29,220,92
19,2020-09-29,171,42
21,2020-09-29,987,254
22,2020-09-29,249,42
23,2020-09-29,88,16
24,2020-09-29,110,14
25,2020-09-29,663,154
26,2020-09-29,562,131
27,2020-09-29,297,91
28,2020-09-29,627,148
29,2020-09-29,217,48
2A,2020-09-29,163,50
2B,2020-09-29,131,15
30,2020-09-29,441,106
31,2020-09-29,958,100
32,2020-09-29,96,28
33,2020-09-29,1266,191
34,2020-09-29,933,149
35,2020-09-29,580,100
36,2020-09-29,201,82
37,2020-09-29,426,98
38,2020-09-29,909,173
39,2020-09-29,335,60
40,2020-09-29,90,14
41,2020-09-29,353,68
42,2020-09-29,1140,269
43,2020-09-29,116,19
44,2020-09-29,847,176
45,2020-09-29,722,108
46,2020-09-29,72,22
47,2020-09-29,108,14
48,2020-09-29,31,1
49,2020-09-29,743,147
50,2020-09-29,191,52
51,2020-09-29,1098,282
52,2020-09-29,279,92
53,2020-09-29,264,49
54,2020-09-29,1340,373
55,2020-09-29,508,105
56,2020-09-29,465,98
57,2020-09-29,2682,867
58,2020-09-29,112,28
59,2020-09-29,2994,713
60,2020-09-29,1310,431
61,2020-09-29,272,45
62,2020-09-29,1604,339
63,2020-09-29,237,55
64,2020-09-29,269,38
65,2020-09-29,174,27
66,2020-09-29,312,39
67,2020-09-29,2875,705
68,2020-09-29,3228,841
69,2020-09-29,3779,727
70,2020-09-29,311,77
71,2020-09-29,841,211
72,2020-09-29,479,95
73,2020-09-29,468,78
74,2020-09-29,985,175
75,2020-09-29,7203,1873
76,2020-09-29,936,197
77,2020-09-29,3095,734
78,2020-09-29,2755,566
79,2020-09-29,75,22
80,2020-09-29,785,240
81,2020-09-29,148,24
82,2020-09-29,61,8
83,2020-09-29,1175,158
84,2020-09-29,370,59
85,2020-09-29,302,44
86,2020-09-29,169,42
87,2020-09-29,163,34
88,2020-09-29,768,268
89,2020-09-29,435,95
90,2020-09-29,578,201
91,2020-09-29,3067,646
92,2020-09-29,5489,1146
93,2020-09-29,4688,1068
94,2020-09-29,5038,1268
95,2020-09-29,3174,770
971,2020-09-29,307,69
972,2020-09-29,130,21
973,2020-09-29,1708,62
974,2020-09-29,390,21
976,2020-09-29,456,29
01,2020-09-30,499,110
02,2020-09-30,1172,290
03,2020-09-30,233,45
04,2020-09-30,157,16
05,2020-09-30,158,22
06,2020-09-30,1138,222
07,2020-09-30,470,120
08,2020-09-30,233,64
09,2020-09-30,39,2
10,2020-09-30,678,138
11,2020-09-30,257,61
12,2020-09-30,173,26
13,2020-09-30,5087,668
14,2020-09-30,395,87
15,2020-09-30,63,14
16,2020-09-30,69,14
17,2020-09-30,161,54
18,2020-09-30,221,93
19,2020-09-30,172,42
21,2020-09-30,997,257
22,2020-09-30,249,42
23,2020-09-30,88,16
24,2020-09-30,110,14
25,2020-09-30,663,154
26,2020-09-30,564,131
27,2020-09-30,304,92
28,2020-09-30,627,148
29,2020-09-30,218,48
2A,2020-09-30,165,50
2B,2020-09-30,131,15
30,2020-09-30,443,107
31,2020-09-30,959,102
32,2020-09-30,96,28
33,2020-09-30,1276,194
34,2020-09-30,940,149
35,2020-09-30,583,101
36,2020-09-30,201,82
37,2020-09-30,430,100
38,2020-09-30,917,173
39,2020-09-30,336,60
40,2020-09-30,91,14
41,2020-09-30,356,68
42,2020-09-30,1157,271
43,2020-09-30,116,19
44,2020-09-30,854,176
45,2020-09-30,726,108
46,2020-09-30,72,22
47,2020-09-30,108,14
48,2020-09-30,31,1
49,2020-09-30,745,147
50,2020-09-30,193,52
51,2020-09-30,1103,283
52,2020-09-30,279,92
53,2020-09-30,265,49
54,2020-09-30,1343,374
55,2020-09-30,508,105
56,2020-09-30,465,98
57,2020-09-30,2685,867
58,2020-09-30,115,28
59,2020-09-30,2999,715
60,2020-09-30,1310,431
61,2020-09-30,273,45
62,2020-09-30,1613,343
63,2020-09-30,245,55
64,2020-09-30,271,38
65,2020-09-30,175,27
66,2020-09-30,316,39
67,2020-09-30,2879,706
68,2020-09-30,3231,841
69,2020-09-30,3794,728
70,2020-09-30,311,77
71,2020-09-30,846,211
72,2020-09-30,482,95
73,2020-09-30,469,79
74,2020-09-30,986,176
75,2020-09-30,7233,1878
76,2020-09-30,949,197
77,2020-09-30,3106,736
78,2020-09-30,2771,569
79,2020-09-30,75,23
80,2020-09-30,786,240
81,2020-09-30,151,25
82,2020-09-30,62,8
83,2020-09-30,1178,158
84,2020-09-30,378,61
85,2020-09-30,302,44
86,2020-09-30,169,42
87,2020-09-30,164,35
88,2020-09-30,768,268
89,2020-09-30,437,95
90,2020-09-30,579,201
91,2020-09-30,3079,649
92,2020-09-30,5510,1148
93,2020-09-30,4714,1068
94,2020-09-30,5068,1272
95,2020-09-30,3187,771
971,2020-09-30,322,74
972,2020-09-30,131,21
973,2020-09-30,1711,62
974,2020-09-30,396,21
976,2020-09-30,456,29
01,2020-10-01,508,113
02,2020-10-01,1178,290
03,2020-10-01,234,45
04,2020-10-01,158,16
05,2020-10-01,158,22
06,2020-10-01,1144,222
07,2020-10-01,470,120
08,2020-10-01,237,64
09,2020-10-01,39,2
10,2020-10-01,679,138
11,2020-10-01,259,61
12,2020-10-01,175,26
13,2020-10-01,5145,673
14,2020-10-01,397,87
15,2020-10-01,64,14
16,2020-10-01,69,14
17,2020-10-01,161,54
18,2020-10-01,222,94
19,2020-10-01,172,42
21,2020-10-01,997,257
22,2020-10-01,253,42
23,2020-10-01,89,16
24,2020-10-01,110,14
25,2020-10-01,663,154
26,2020-10-01,567,131
27,2020-10-01,306,92
28,2020-10-01,637,148
29,2020-10-01,220,48
2A,2020-10-01,166,50
2B,2020-10-01,131,16
30,2020-10-01,448,109
31,2020-10-01,976,102
32,2020-10-01,96,29
33,2020-10-01,1282,196
34,2020-10-01,948,149
35,2020-10-01,586,101
36,2020-10-01,202,82
37,2020-10-01,432,100
38,2020-10-01,924,176
39,2020-10-01,338,60
40,2020-10-01,91,14
41,2020-10-01,357,68
42,2020-10-01,1163,274
43,2020-10-01,129,19
44,2020-10-01,861,178
45,2020-10-01,729,110
46,2020-10-01,72,22
47,2020-10-01,108,14
48,2020-10-01,31,1
49,2020-10-01,749,147
50,2020-10-01,193,53
51,2020-10-01,1103,283
52,2020-10-01,279,92
53,2020-10-01,265,49
54,2020-10-01,1345,374
55,2020-10-01,508,105
56,2020-10-01,468,100
57,2020-10-01,2688,868
58,2020-10-01,115,28
59,2020-10-01,3023,716
60,2020-10-01,1312,431
61,2020-10-01,273,46
62,2020-10-01,1619,344
63,2020-10-01,248,57
64,2020-10-01,273,38
65,2020-10-01,175,27
66,2020-10-01,316,39
67,2020-10-01,2884,707
68,2020-10-01,3231,841
69,2020-10-01,3825,732
70,2020-10-01,311,77
71,2020-10-01,851,213
72,2020-10-01,489,95
73,2020-10-01,470,80
74,2020-10-01,988,176
75,2020-10-01,7265,1882
76,2020-10-01,956,197
77,2020-10-01,3113,736
78,2020-10-01,2780,571
79,2020-10-01,76,24
80,2020-10-01,787,240
81,2020-10-01,153,25
82,2020-10-01,63,8
83,2020-10-01,1185,159
84,2020-10-01,384,62
85,2020-10-01,302,44
86,2020-10-01,171,42
87,2020-10-01,164,36
88,2020-10-01,768,268
89,2020-10-01,439,95
90,2020-10-01,579,201
91,2020-10-01,3087,652
92,2020-10-01,5532,1149
93,2020-10-01,4738,1070
94,2020-10-01,5081,1273
95,2020-10-01,3200,773
971,2020-10-01,331,75
972,2020-10-01,131,21
973,2020-10-01,1720,63
974,2020-10-01,397,21
976,2020-10-01,456,29
01,2020-10-02,511,113
02,2020-10-02,1180,290
03,2020-10-02,240,45
04,2020-10-02,159,16
05,2020-10-02,158,22
06,2020-10-02,1153,222
07,2020-10-02,471,120
08,2020-10-02,237,64
09,2020-10-02,39,2
10,2020-10-02,680,137
11,2020-10-02,259,61
12,2020-10-02,175,26
13,2020-10-02,5190,676
14,2020-10-02,400,87
15,2020-10-02,64,15
16,2020-10-02,70,14
17,2020-10-02,163,54
18,2020-10-02,223,94
19,2020-10-02,173,42
21,2020-10-02,1001,258
22,2020-10-02,254,42
23,2020-10-02,89,16
24,2020-10-02,110,14
25,2020-10-02,664,154
26,2020-10-02,570,131
27,2020-10-02,314,93
28,2020-10-02,639,148
29,2020-10-02,221,48
2A,2020-10-02,167,50
2B,2020-10-02,131,16
30,2020-10-02,453,109
31,2020-10-02,983,104
32,2020-10-02,97,29
33,2020-10-02,1294,200
34,2020-10-02,957,151
35,2020-10-02,592,101
36,2020-10-02,202,82
37,2020-10-02,432,100
38,2020-10-02,930,176
39,2020-10-02,338,60
40,2020-10-02,92,14
41,2020-10-02,358,68
42,2020-10-02,1171,274
43,2020-10-02,132,19
44,2020-10-02,864,179
45,2020-10-02,731,110
46,2020-10-02,72,22
47,2020-10-02,111,14
48,2020-10-02,32,1
49,2020-10-02,751,147
50,2020-10-02,197,53
51,2020-10-02,1109,284
52,2020-10-02,279,92
53,2020-10-02,267,49
54,2020-10-02,1347,375
55,2020-10-02,508,105
56,2020-10-02,470,101
57,2020-10-02,2697,868
58,2020-10-02,115,28
59,2020-10-02,3047,719
60,2020-10-02,1323,432
61,2020-10-02,275,46
62,2020-10-02,1629,346
63,2020-10-02,256,57
64,2020-10-02,280,38
65,2020-10-02,175,27
66,2020-10-02,316,39
67,2020-10-02,2893,708
68,2020-10-02,3238,843
69,2020-10-02,3861,734
70,2020-10-02,311,77
71,2020-10-02,855,213
72,2020-10-02,492,95
73,2020-10-02,471,80
74,2020-10-02,990,176
75,2020-10-02,7286,1890
76,2020-10-02,968,198
77,2020-10-02,3128,737
78,2020-10-02,2791,571
79,2020-10-02,76,24
80,2020-10-02,788,240
81,2020-10-02,154,25
82,2020-10-02,65,8
83,2020-10-02,1189,161
84,2020-10-02,390,63
85,2020-10-02,305,44
86,2020-10-02,172,42
87,2020-10-02,166,36
88,2020-10-02,769,268
89,2020-10-02,443,95
90,2020-10-02,579,201
91,2020-10-02,3092,653
92,2020-10-02,5549,1149
93,2020-10-02,4762,1072
94,2020-10-02,5106,1273
95,2020-10-02,3212,775
971,2020-10-02,344,76
972,2020-10-02,134,21
973,2020-10-02,1722,63
974,2020-10-02,402,21
976,2020-10-02,457,29
01,2020-10-03,511,113
02,2020-10-03,1184,290
03,2020-10-03,243,46
04,2020-10-03,161,16
05,2020-10-03,158,22
06,2020-10-03,1158,222
07,2020-10-03,471,120
08,2020-10-03,237,64
09,2020-10-03,40,2
10,2020-10-03,680,137
11,2020-10-03,260,61
12,2020-10-03,177,26
13,2020-10-03,5247,678
14,2020-10-03,400,87
15,2020-10-03,67,15
16,2020-10-03,70,14
17,2020-10-03,164,54
18,2020-10-03,224,94
19,2020-10-03,174,42
21,2020-10-03,1001,258
22,2020-10-03,254,42
23,2020-10-03,89,16
24,2020-10-03,111,14
25,2020-10-03,664,154
26,2020-10-03,575,131
27,2020-10-03,314,93
28,2020-10-03,639,148
29,2020-10-03,224,48
2A,2020-10-03,168,50
2B,2020-10-03,131,16
30,2020-10-03,456,109
31,2020-10-03,1002,105
32,2020-10-03,97,29
33,2020-10-03,1297,201
34,2020-10-03,967,152
35,2020-10-03,601,101
36,2020-10-03,202,82
37,2020-10-03,438,101
38,2020-10-03,938,178
39,2020-10-03,338,60
40,2020-10-03,92,15
41,2020-10-03,360,68
42,2020-10-03,1178,275
43,2020-10-03,134,19
44,2020-10-03,871,180
45,2020-10-03,732,111
46,2020-10-03,72,22
47,2020-10-03,111,14
48,2020-10-03,33,1
49,2020-10-03,757,148
50,2020-10-03,200,54
51,2020-10-03,1112,285
52,2020-10-03,279,92
53,2020-10-03,267,49
54,2020-10-03,1354,370
55,2020-10-03,508,105
56,2020-10-03,472,101
57,2020-10-03,2700,868
58,2020-10-03,116,28
59,2020-10-03,3074,723
60,2020-10-03,1325,432
61,2020-10-03,277,46
62,2020-10-03,1639,346
63,2020-10-03,257,58
64,2020-10-03,289,38
65,2020-10-03,176,27
66,2020-10-03,319,39
67,2020-10-03,2894,709
68,2020-10-03,3240,843
69,2020-10-03,3878,736
70,2020-10-03,311,77
71,2020-10-03,858,214
72,2020-10-03,495,95
73,2020-10-03,474,80
74,2020-10-03,990,177
75,2020-10-03,7307,1895
76,2020-10-03,988,202
77,2020-10-03,3141,737
78,2020-10-03,2802,572
79,2020-10-03,76,24
80,2020-10-03,789,240
81,2020-10-03,158,25
82,2020-10-03,66,8
83,2020-10-03,1189,161
84,2020-10-03,394,63
85,2020-10-03,309,44
86,2020-10-03,173,42
87,2020-10-03,166,38
88,2020-10-03,769,268
89,2020-10-03,443,95
90,2020-10-03,580,201
91,2020-10-03,3099,653
92,2020-10-03,5561,1152
93,2020-10-03,4787,1073
94,2020-10-03,5127,1274
95,2020-10-03,3222,777
971,2020-10-03,355,79
972,2020-10-03,134,21
973,2020-10-03,1725,63
974,2020-10-03,406,21
976,2020-10-03,457,29
01,2020-10-04,514,113
02,2020-10-04,1184,290
03,2020-10-04,246,46
04,2020-10-04,161,16
05,2020-10-04,158,22
06,2020-10-04,1161,222
07,2020-10-04,471,120
08,2020-10-04,237,65
09,2020-10-04,40,3
10,2020-10-04,681,137
11,2020-10-04,260,61
12,2020-10-04,178,26
13,2020-10-04,5266,680
14,2020-10-04,401,87
15,2020-10-04,67,15
16,2020-10-04,71,14
17,2020-10-04,164,54
18,2020-10-04,224,94
19,2020-10-04,174,42
21,2020-10-04,1001,258
22,2020-10-04,255,42
23,2020-10-04,89,16
24,2020-10-04,111,14
25,2020-10-04,664,154
26,2020-10-04,577,131
27,2020-10-04,314,94
28,2020-10-04,639,148
29,2020-10-04,224,48
2A,2020-10-04,168,50
2B,2020-10-04,131,16
30,2020-10-04,456,109
31,2020-10-04,1010,106
32,2020-10-04,97,29
33,2020-10-04,1302,202
34,2020-10-04,969,152
35,2020-10-04,602,101
36,2020-10-04,202,82
37,2020-10-04,438,101
38,2020-10-04,939,180
39,2020-10-04,338,60
40,2020-10-04,92,15
41,2020-10-04,360,69
42,2020-10-04,1180,277
43,2020-10-04,134,19
44,2020-10-04,872,180
45,2020-10-04,733,112
46,2020-10-04,72,22
47,2020-10-04,111,14
48,2020-10-04,33,1
49,2020-10-04,758,148
50,2020-10-04,200,54
51,2020-10-04,1112,285
52,2020-10-04,279,92
53,2020-10-04,267,49
54,2020-10-04,1355,370
55,2020-10-04,513,105
56,2020-10-04,473,102
57,2020-10-04,2700,868
58,2020-10-04,116,28
59,2020-10-04,3076,724
60,2020-10-04,1326,433
61,2020-10-04,278,47
62,2020-10-04,1641,346
63,2020-10-04,257,58
64,2020-10-04,293,39
65,2020-10-04,176,27
66,2020-10-04,320,40
67,2020-10-04,2896,709
68,2020-10-04,3241,843
69,2020-10-04,3885,740
70,2020-10-04,311,77
71,2020-10-04,858,214
72,2020-10-04,495,95
73,2020-10-04,474,81
74,2020-10-04,990,177
75,2020-10-04,7315,1898
76,2020-10-04,989,202
77,2020-10-04,3142,739
78,2020-10-04,2808,572
79,2020-10-04,76,24
80,2020-10-04,789,240
81,2020-10-04,159,25
82,2020-10-04,66,8
83,2020-10-04,1192,161
84,2020-10-04,394,63
85,2020-10-04,309,44
86,2020-10-04,176,43
87,2020-10-04,167,39
88,2020-10-04,770,268
89,2020-10-04,444,95
90,2020-10-04,579,202
91,2020-10-04,3104,653
92,2020-10-04,5570,1152
93,2020-10-04,4789,1073
94,2020-10-04,5130,1274
95,2020-10-04,3228,777
971,2020-10-04,360,79
972,2020-10-04,137,21
973,2020-10-04,1725,63
974,2020-10-04,407,21
976,2020-10-04,457,29
01,2020-10-05,516,113
02,2020-10-05,1186,290
03,2020-10-05,247,46
04,2020-10-05,161,16
05,2020-10-05,158,22
06,2020-10-05,1166,222
07,2020-10-05,472,120
08,2020-10-05,238,65
09,2020-10-05,40,3
10,2020-10-05,683,137
11,2020-10-05,261,62
12,2020-10-05,178,26
13,2020-10-05,5291,684
14,2020-10-05,403,88
15,2020-10-05,67,16
16,2020-10-05,71,14
17,2020-10-05,164,55
18,2020-10-05,226,95
19,2020-10-05,175,43
21,2020-10-05,1001,258
22,2020-10-05,257,42
23,2020-10-05,89,16
24,2020-10-05,111,14
25,2020-10-05,667,154
26,2020-10-05,577,132
27,2020-10-05,318,95
28,2020-10-05,643,148
29,2020-10-05,224,48
2A,2020-10-05,170,50
2B,2020-10-05,131,16
30,2020-10-05,461,110
31,2020-10-05,1014,111
32,2020-10-05,97,29
33,2020-10-05,1309,203
34,2020-10-05,973,153
35,2020-10-05,602,101
36,2020-10-05,202,82
37,2020-10-05,441,101
38,2020-10-05,946,181
39,2020-10-05,339,60
40,2020-10-05,92,15
41,2020-10-05,360,69
42,2020-10-05,1185,280
43,2020-10-05,134,19
44,2020-10-05,872,180
45,2020-10-05,734,113
46,2020-10-05,73,22
47,2020-10-05,111,14
48,2020-10-05,33,1
49,2020-10-05,759,149
50,2020-10-05,200,55
51,2020-10-05,1112,285
52,2020-10-05,280,92
53,2020-10-05,267,49
54,2020-10-05,1355,370
55,2020-10-05,513,105
56,2020-10-05,473,102
57,2020-10-05,2701,868
58,2020-10-05,116,28
59,2020-10-05,3091,727
60,2020-10-05,1327,434
61,2020-10-05,278,47
62,2020-10-05,1644,348
63,2020-10-05,264,59
64,2020-10-05,297,39
65,2020-10-05,178,27
66,2020-10-05,322,40
67,2020-10-05,2900,709
68,2020-10-05,3242,843
69,2020-10-05,3906,744
70,2020-10-05,312,77
71,2020-10-05,859,214
72,2020-10-05,499,95
73,2020-10-05,474,81
74,2020-10-05,994,178
75,2020-10-05,7328,1901
76,2020-10-05,997,203
77,2020-10-05,3144,741
78,2020-10-05,2816,572
79,2020-10-05,76,24
80,2020-10-05,798,240
81,2020-10-05,160,25
82,2020-10-05,66,8
83,2020-10-05,1194,161
84,2020-10-05,397,65
85,2020-10-05,311,45
86,2020-10-05,176,43
87,2020-10-05,167,39
88,2020-10-05,771,269
89,2020-10-05,447,95
90,2020-10-05,579,202
91,2020-10-05,3111,655
92,2020-10-05,5597,1160
93,2020-10-05,4810,1076
94,2020-10-05,5146,1278
95,2020-10-05,3236,779
971,2020-10-05,360,80
972,2020-10-05,137,21
973,2020-10-05,1727,63
974,2020-10-05,408,21
976,2020-10-05,458,29
01,2020-10-06,517,113
02,2020-10-06,1190,290
03,2020-10-06,250,46
04,2020-10-06,162,16
05,2020-10-06,160,22
06,2020-10-06,1182,225
07,2020-10-06,473,120
08,2020-10-06,238,65
09,2020-10-06,43,3
10,2020-10-06,684,137
11,2020-10-06,261,62
12,2020-10-06,181,26
13,2020-10-06,5355,691
14,2020-10-06,407,88
15,2020-10-06,68,16
16,2020-10-06,71,14
17,2020-10-06,164,55
18,2020-10-06,227,95
19,2020-10-06,175,43
21,2020-10-06,1006,258
22,2020-10-06,257,43
23,2020-10-06,91,16
24,2020-10-06,111,14
25,2020-10-06,667,154
26,2020-10-06,578,132
27,2020-10-06,322,97
28,2020-10-06,644,148
29,2020-10-06,226,48
2A,2020-10-06,171,50
2B,2020-10-06,131,16
30,2020-10-06,462,110
31,2020-10-06,1034,112
32,2020-10-06,99,29
33,2020-10-06,1322,203
34,2020-10-06,980,153
35,2020-10-06,608,101
36,2020-10-06,202,82
37,2020-10-06,448,101
38,2020-10-06,964,181
39,2020-10-06,340,60
40,2020-10-06,94,15
41,2020-10-06,364,70
42,2020-10-06,1189,280
43,2020-10-06,134,19
44,2020-10-06,874,183
45,2020-10-06,739,113
46,2020-10-06,73,22
47,2020-10-06,111,14
48,2020-10-06,33,1
49,2020-10-06,763,150
50,2020-10-06,200,55
51,2020-10-06,1123,286
52,2020-10-06,280,92
53,2020-10-06,269,49
54,2020-10-06,1359,370
55,2020-10-06,513,105
56,2020-10-06,474,102
57,2020-10-06,2713,868
58,2020-10-06,116,28
59,2020-10-06,3122,733
60,2020-10-06,1333,434
61,2020-10-06,280,48
62,2020-10-06,1655,351
63,2020-10-06,270,60
64,2020-10-06,299,39
65,2020-10-06,178,27
66,2020-10-06,324,40
67,2020-10-06,2902,709
68,2020-10-06,3248,843
69,2020-10-06,3935,748
70,2020-10-06,312,77
71,2020-10-06,865,214
72,2020-10-06,504,95
73,2020-10-06,480,81
74,2020-10-06,1000,178
75,2020-10-06,7372,1903
76,2020-10-06,1003,204
77,2020-10-06,3160,741
78,2020-10-06,2822,572
79,2020-10-06,77,24
80,2020-10-06,800,241
81,2020-10-06,163,25
82,2020-10-06,72,9
83,2020-10-06,1202,161
84,2020-10-06,404,65
85,2020-10-06,314,45
86,2020-10-06,176,43
87,2020-10-06,172,39
88,2020-10-06,772,269
89,2020-10-06,447,95
90,2020-10-06,580,201
91,2020-10-06,3123,655
92,2020-10-06,5625,1167
93,2020-10-06,4844,1078
94,2020-10-06,5180,1281
95,2020-10-06,3246,780
971,2020-10-06,373,88
972,2020-10-06,137,21
973,2020-10-06,1732,65
974,2020-10-06,411,21
976,2020-10-06,458,29
01,2020-10-07,519,113
02,2020-10-07,1190,290
03,2020-10-07,249,46
04,2020-10-07,163,16
05,2020-10-07,161,22
06,2020-10-07,1189,225
07,2020-10-07,471,121
08,2020-10-07,238,65
09,2020-10-07,44,3
10,2020-10-07,684,137
11,2020-10-07,261,62
12,2020-10-07,180,26
13,2020-10-07,5411,698
14,2020-10-07,410,88
15,2020-10-07,69,16
16,2020-10-07,73,14
17,2020-10-07,170,55
18,2020-10-07,227,95
19,2020-10-07,175,43
21,2020-10-07,1011,260
22,2020-10-07,257,43
23,2020-10-07,91,16
24,2020-10-07,111,14
25,2020-10-07,668,154
26,2020-10-07,575,132
27,2020-10-07,322,97
28,2020-10-07,646,148
29,2020-10-07,227,48
2A,2020-10-07,171,50
2B,2020-10-07,131,16
30,2020-10-07,463,110
31,2020-10-07,1054,115
32,2020-10-07,99,29
33,2020-10-07,1332,206
34,2020-10-07,984,153
35,2020-10-07,612,101
36,2020-10-07,202,82
37,2020-10-07,449,102
38,2020-10-07,969,183
39,2020-10-07,341,61
40,2020-10-07,94,15
41,2020-10-07,365,70
42,2020-10-07,1199,282
43,2020-10-07,134,19
44,2020-10-07,879,183
45,2020-10-07,743,113
46,2020-10-07,73,22
47,2020-10-07,118,14
48,2020-10-07,33,1
49,2020-10-07,770,150
50,2020-10-07,201,55
51,2020-10-07,1127,286
52,2020-10-07,282,93
53,2020-10-07,270,49
54,2020-10-07,1366,373
55,2020-10-07,515,105
56,2020-10-07,474,102
57,2020-10-07,2721,869
58,2020-10-07,116,28
59,2020-10-07,3156,737
60,2020-10-07,1333,437
61,2020-10-07,281,48
62,2020-10-07,1659,355
63,2020-10-07,273,62
64,2020-10-07,305,40
65,2020-10-07,178,27
66,2020-10-07,326,40
67,2020-10-07,2907,709
68,2020-10-07,3253,843
69,2020-10-07,3950,753
70,2020-10-07,312,77
71,2020-10-07,870,216
72,2020-10-07,509,98
73,2020-10-07,483,82
74,2020-10-07,1003,178
75,2020-10-07,7411,1906
76,2020-10-07,1011,204
77,2020-10-07,3167,742
78,2020-10-07,2834,573
79,2020-10-07,77,24
80,2020-10-07,805,241
81,2020-10-07,163,25
82,2020-10-07,74,9
83,2020-10-07,1206,161
84,2020-10-07,415,65
85,2020-10-07,314,45
86,2020-10-07,178,44
87,2020-10-07,172,39
88,2020-10-07,772,269
89,2020-10-07,452,95
90,2020-10-07,581,201
91,2020-10-07,3149,657
92,2020-10-07,5650,1168
93,2020-10-07,4868,1086
94,2020-10-07,5198,1283
95,2020-10-07,3256,783
971,2020-10-07,382,91
972,2020-10-07,141,22
973,2020-10-07,1733,65
974,2020-10-07,417,23
976,2020-10-07,459,29
01,2020-10-08,520,113
02,2020-10-08,1192,290
03,2020-10-08,253,46
04,2020-10-08,166,17
05,2020-10-08,161,22
06,2020-10-08,1196,225
07,2020-10-08,471,121
08,2020-10-08,238,65
09,2020-10-08,44,3
10,2020-10-08,684,137
11,2020-10-08,263,62
12,2020-10-08,181,26
13,2020-10-08,5462,704
14,2020-10-08,410,90
15,2020-10-08,70,16
16,2020-10-08,73,14
17,2020-10-08,172,56
18,2020-10-08,228,95
19,2020-10-08,177,43
21,2020-10-08,1012,261
22,2020-10-08,259,43
23,2020-10-08,92,16
24,2020-10-08,114,14
25,2020-10-08,668,154
26,2020-10-08,579,132
27,2020-10-08,330,97
28,2020-10-08,646,148
29,2020-10-08,227,48
2A,2020-10-08,172,50
2B,2020-10-08,132,16
30,2020-10-08,470,110
31,2020-10-08,1064,116
32,2020-10-08,100,29
33,2020-10-08,1338,208
34,2020-10-08,992,154
35,2020-10-08,615,103
36,2020-10-08,203,82
37,2020-10-08,451,103
38,2020-10-08,982,185
39,2020-10-08,341,61
40,2020-10-08,94,15
41,2020-10-08,364,70
42,2020-10-08,1211,286
43,2020-10-08,135,20
44,2020-10-08,882,184
45,2020-10-08,746,114
46,2020-10-08,73,22
47,2020-10-08,118,14
48,2020-10-08,33,1
49,2020-10-08,773,151
50,2020-10-08,202,55
51,2020-10-08,1129,287
52,2020-10-08,282,94
53,2020-10-08,270,49
54,2020-10-08,1368,373
55,2020-10-08,515,105
56,2020-10-08,478,102
57,2020-10-08,2724,869
58,2020-10-08,116,28
59,2020-10-08,3180,739
60,2020-10-08,1335,439
61,2020-10-08,284,48
62,2020-10-08,1671,356
63,2020-10-08,276,62
64,2020-10-08,308,42
65,2020-10-08,179,27
66,2020-10-08,328,40
67,2020-10-08,2917,710
68,2020-10-08,3257,843
69,2020-10-08,3988,756
70,2020-10-08,314,77
71,2020-10-08,873,217
72,2020-10-08,512,98
73,2020-10-08,483,83
74,2020-10-08,1013,178
75,2020-10-08,7449,1910
